Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Afghanistan,2/27/22,173395,7593,,,249,,445.42098518917106,,,,,4,AFG,2022/02/27,8,5535254,122945
Afghanistan,2/28/22,173659,7598,,,264,,446.09915434104937,,,,,4,AFG,2022/02/28,5,5535254,0
Afghanistan,3/1/22,173879,7609,,,220,,446.66429530094797,,,,,4,AFG,2022/03/01,11,5535254,0
Afghanistan,3/2/22,174073,7617,,,194,,447.16264687467674,,,,,4,AFG,2022/03/02,8,5535254,0
Afghanistan,3/3/22,174214,7619,,,141,,447.52485085352083,,,,,4,AFG,2022/03/03,2,5535254,0
Afghanistan,3/5/22,174331,7622,,,117,,447.82540309128507,,,,,4,AFG,2022/03/05,3,5535254,0
Afghanistan,3/6/22,174582,7623,,,251,,448.4701775500785,,,,,4,AFG,2022/03/06,1,5597130,61876
Afghanistan,3/7/22,175000,7626,,,418,,449.54394537388583,,,,,4,AFG,2022/03/07,3,5597130,0
Afghanistan,3/8/22,175353,7630,,,353,,450.4507397322686,,,,,4,AFG,2022/03/08,4,5597130,0
Afghanistan,3/9/22,175525,7636,,,172,,450.89257721000746,,,,,4,AFG,2022/03/09,6,5597130,0
Afghanistan,3/10/22,175893,7639,,,368,,451.83790390656515,,,,,4,AFG,2022/03/10,3,5597130,0
Afghanistan,3/11/22,175974,7640,,,81,,452.0459785327096,,,,,4,AFG,2022/03/11,1,5597130,0
Afghanistan,3/12/22,176039,7641,,,65,,452.2129519981342,,,,,4,AFG,2022/03/12,1,5597130,0
Afghanistan,3/13/22,176201,7643,,,162,,452.62910125042316,,,,,4,AFG,2022/03/13,2,5597130,0
Afghanistan,3/14/22,176409,7645,,,208,,453.16341633978186,,,,,4,AFG,2022/03/14,2,5597130,0
Afghanistan,3/15/22,176571,7646,,,162,,453.5795655920708,,,,,4,AFG,2022/03/15,1,5597130,0
Afghanistan,3/16/22,176743,7651,,,172,,454.0214030698097,,,,,4,AFG,2022/03/16,5,5597130,0
Afghanistan,3/17/22,176918,7651,,,175,,454.47094701518364,,,,,4,AFG,2022/03/17,0,5597130,0
Afghanistan,3/18/22,176983,7651,,,65,,454.6379204806082,,,,,4,AFG,2022/03/18,0,5731146,134016
Afghanistan,3/19/22,177039,7652,,,56,,454.7817745431278,,,,,4,AFG,2022/03/19,1,5731146,0
Afghanistan,3/20/22,177093,7654,,,54,,454.9204909605575,,,,,4,AFG,2022/03/20,2,5731146,0
Afghanistan,3/21/22,177191,7654,,,98,,455.17223556996686,,,,,4,AFG,2022/03/21,0,5731146,0
Afghanistan,3/22/22,177255,7656,,,64,,455.3366402128465,,,,,4,AFG,2022/03/22,2,5731146,0
Afghanistan,3/23/22,177321,7657,,,66,,455.50618250081607,,,,,4,AFG,2022/03/23,1,5731146,0
Afghanistan,3/26/22,177321,7657,,,0,,455.50618250081607,,,,,4,AFG,2022/03/26,0,5731146,0
Albania,2/27/22,271527,3464,,,386,,9435.228299395372,,,,,8,ALB,2022/02/27,6,2707658,21260
Albania,2/28/22,271563,3469,,,36,,9436.479254986449,,,,,8,ALB,2022/02/28,5,2707658,0
Albania,3/1/22,271702,3472,,,139,,9441.30933351866,,,,,8,ALB,2022/03/01,3,2707658,0
Albania,3/2/22,271825,3474,,,123,,9445.58343178817,,,,,8,ALB,2022/03/02,2,2707658,0
Albania,3/4/22,272030,3478,,,205,,9452.706928904025,,,,,8,ALB,2022/03/04,4,2708574,916
Albania,3/6/22,272210,3482,,,180,,9458.961706859407,,,,,8,ALB,2022/03/06,4,2708574,0
Albania,3/7/22,272250,3483,,,40,,9460.351657516158,,,,,8,ALB,2022/03/07,1,2708574,0
Albania,3/8/22,272337,3483,,,87,,9463.374800194593,,,,,8,ALB,2022/03/08,0,2708574,0
Albania,3/9/22,272412,3483,,,75,,9465.980957676002,,,,,8,ALB,2022/03/09,0,2723146,14572
Albania,3/10/22,272479,3484,,,67,,9468.309125026062,,,,,8,ALB,2022/03/10,1,2723146,0
Albania,3/11/22,272552,3485,,,73,,9470.845784974634,,,,,8,ALB,2022/03/11,1,2729969,6823
Albania,3/12/22,272621,3485,,,69,,9473.24344985753,,,,,8,ALB,2022/03/12,0,2729969,0
Albania,3/13/22,272663,3485,,,42,,9474.702898047119,,,,,8,ALB,2022/03/13,0,2729969,0
Albania,3/14/22,272689,3485,,,26,,9475.606365974008,,,,,8,ALB,2022/03/14,0,2729969,0
Albania,3/15/22,272711,3486,,,22,,9476.37083883522,,,,,8,ALB,2022/03/15,1,2729969,0
Albania,3/16/22,272804,3487,,,93,,9479.60247411217,,,,,8,ALB,2022/03/16,1,2735318,5349
Albania,3/17/22,272885,3487,,,81,,9482.41712419209,,,,,8,ALB,2022/03/17,0,2743218,7900
Albania,3/18/22,272961,3487,,,76,,9485.05803043992,,,,,8,ALB,2022/03/18,0,2743218,0
Albania,3/19/22,273040,3487,,,79,,9487.803182987003,,,,,8,ALB,2022/03/19,0,2743218,0
Albania,3/20/22,273088,3487,,,48,,9489.471123775105,,,,,8,ALB,2022/03/20,0,2743218,0
Albania,3/22/22,273146,3489,,,58,,9491.486552227396,,,,,8,ALB,2022/03/22,2,2743218,0
Albania,3/23/22,273164,3489,,,18,,9492.112030022934,,,,,8,ALB,2022/03/23,0,2743218,0
Albania,3/24/22,273257,3489,,,93,,9495.343665299883,,,,,8,ALB,2022/03/24,0,2743218,0
Albania,3/25/22,273318,3490,,,61,,9497.463340051429,,,,,8,ALB,2022/03/25,1,2743218,0
Albania,3/26/22,273387,3491,,,69,,9499.861004934324,,,,,8,ALB,2022/03/26,1,2743218,0
Algeria,2/27/22,264855,6831,,,77,,603.9879142669423,,,,,12,DZA,2022/02/27,3,13461201,0
Algeria,2/28/22,264936,6835,,,81,,604.17263051189,,,,,12,DZA,2022/02/28,4,13461201,0
Algeria,3/1/22,265010,6840,,,74,,604.3413836245583,,,,,12,DZA,2022/03/01,5,13461201,0
Algeria,3/2/22,265079,6843,,,69,,604.4987344998841,,,,,12,DZA,2022/03/02,3,13461201,0
Algeria,3/3/22,265130,6848,,,51,,604.6150373207771,,,,,12,DZA,2022/03/03,5,13461201,0
Algeria,3/4/22,265186,6852,,,56,,604.7427423790125,,,,,12,DZA,2022/03/04,4,13461201,0
Algeria,3/5/22,265227,6853,,,41,,604.8362407252206,,,,,12,DZA,2022/03/05,1,13461201,0
Algeria,3/6/22,265265,6855,,,38,,604.9228977290232,,,,,12,DZA,2022/03/06,2,13461201,0
Algeria,3/7/22,265297,6857,,,32,,604.9958720480149,,,,,12,DZA,2022/03/07,2,13461201,0
Algeria,3/8/22,265323,6858,,,26,,605.0551636821957,,,,,12,DZA,2022/03/08,1,13461201,0
Algeria,3/9/22,265346,6860,,,23,,605.107613973971,,,,,12,DZA,2022/03/09,2,13461201,0
Algeria,3/10/22,265366,6861,,,20,,605.1532229233408,,,,,12,DZA,2022/03/10,1,13461201,0
Algeria,3/11/22,265391,6861,,,25,,605.210234110053,,,,,12,DZA,2022/03/11,0,13461201,0
Algeria,3/12/22,265410,6862,,,19,,605.2535626119543,,,,,12,DZA,2022/03/12,1,13461201,0
Algeria,3/13/22,265432,6864,,,22,,605.3037324562611,,,,,12,DZA,2022/03/13,2,13461201,0
Algeria,3/14/22,265457,6866,,,25,,605.3607436429734,,,,,12,DZA,2022/03/14,2,13461201,0
Algeria,3/15/22,265478,6868,,,21,,605.4086330398117,,,,,12,DZA,2022/03/15,2,13461201,0
Algeria,3/16/22,265496,6869,,,18,,605.4496810942444,,,,,12,DZA,2022/03/16,1,13461201,0
Algeria,3/17/22,265511,6870,,,15,,605.4838878062718,,,,,12,DZA,2022/03/17,1,13461201,0
Algeria,3/18/22,265524,6871,,,13,,605.5135336233622,,,,,12,DZA,2022/03/18,1,13461201,0
Algeria,3/19/22,265539,6871,,,15,,605.5477403353896,,,,,12,DZA,2022/03/19,0,13461201,0
Algeria,3/20/22,265550,6871,,,11,,605.572825257543,,,,,12,DZA,2022/03/20,0,13461201,0
Algeria,3/21/22,265562,6872,,,12,,605.6001906271648,,,,,12,DZA,2022/03/21,1,13461201,0
Algeria,3/22/22,265573,6873,,,11,,605.6252755493182,,,,,12,DZA,2022/03/22,1,13461201,0
Algeria,3/23/22,265585,6873,,,12,,605.65264091894,,,,,12,DZA,2022/03/23,0,13461201,0
Algeria,3/24/22,265599,6873,,,14,,605.6845671834989,,,,,12,DZA,2022/03/24,0,13461201,0
Algeria,3/25/22,265612,6873,,,13,,605.7142130005893,,,,,12,DZA,2022/03/25,0,13461201,0
Algeria,3/26/22,265621,6873,,,9,,605.7347370278057,,,,,12,DZA,2022/03/26,0,13461201,0
Andorra,2/27/22,37999,151,,,0,,49180.09448003624,,,,,20,AND,2022/02/27,0,142420,458
Andorra,3/1/22,38165,151,,,166,,49394.939493949394,,,,,20,AND,2022/03/01,0,142420,0
Andorra,3/2/22,38249,151,,,84,,49503.65624797774,,,,,20,AND,2022/03/02,0,142420,0
Andorra,3/3/22,38342,151,,,93,,49624.02122565197,,,,,20,AND,2022/03/03,0,142420,0
Andorra,3/4/22,38434,151,,,92,,49743.09195625445,,,,,20,AND,2022/03/04,0,142420,0
Andorra,3/7/22,38620,151,,,186,,49983.82191160293,,,,,20,AND,2022/03/07,0,142420,0
Andorra,3/8/22,38710,152,,,90,,50100.30414806186,,,,,20,AND,2022/03/08,1,142420,0
Andorra,3/9/22,38794,152,,,84,,50209.02090209021,,,,,20,AND,2022/03/09,0,142420,0
Andorra,3/17/22,39234,153,,,440,,50778.48961366725,,,,,20,AND,2022/03/17,1,151284,8864
Andorra,3/23/22,39713,153,,,479,,51398.43396104316,,,,,20,AND,2022/03/23,0,151284,0
Andorra,3/24/22,39713,155,,,0,,51398.43396104316,,,,,20,AND,2022/03/24,2,151284,0
Andorra,3/25/22,39713,153,,,0,,51398.43396104316,,,,,20,AND,2022/03/25,,151284,0
Andorra,3/26/22,39713,153,,,0,,51398.43396104316,,,,,20,AND,2022/03/26,0,151284,0
Angola,2/27/22,98701,1899,,,0,,300.31094494817603,,,,,24,AGO,2022/02/27,0,15505389,0
Angola,2/28/22,98741,1900,,,40,,300.4326502783949,,,,,24,AGO,2022/02/28,1,15505389,0
Angola,3/1/22,98746,1900,,,5,,300.44786344467224,,,,,24,AGO,2022/03/01,0,15505389,0
Angola,3/4/22,98796,1900,,,50,,300.59999510744575,,,,,24,AGO,2022/03/04,0,15505389,0
Angola,3/6/22,98806,1900,,,10,,300.6304214400004,,,,,24,AGO,2022/03/06,0,15505389,0
Angola,3/8/22,98829,1900,,,23,,300.70040200487625,,,,,24,AGO,2022/03/08,0,15505389,0
Angola,3/9/22,98855,1900,,,26,,300.77951046951847,,,,,24,AGO,2022/03/09,0,15505389,0
Angola,3/12/22,98909,1900,,,54,,300.9438126653139,,,,,24,AGO,2022/03/12,0,15505389,0
Angola,3/13/22,98927,1900,,,18,,300.99858006391236,,,,,24,AGO,2022/03/13,0,15505389,0
Angola,3/14/22,98931,1900,,,4,,301.0107505969342,,,,,24,AGO,2022/03/14,0,15505389,0
Angola,3/15/22,98956,1900,,,25,,301.08681642832096,,,,,24,AGO,2022/03/15,0,15505389,0
Angola,3/16/22,98985,1900,,,29,,301.1750527927296,,,,,24,AGO,2022/03/16,0,15505389,0
Angola,3/17/22,99003,1900,,,18,,301.2298201913281,,,,,24,AGO,2022/03/17,0,15505389,0
Angola,3/21/22,99010,1900,,,7,,301.2511186241164,,,,,24,AGO,2022/03/21,0,15505389,0
Angola,3/22/22,99058,1900,,,48,,301.39716502037896,,,,,24,AGO,2022/03/22,0,15505389,0
Angola,3/24/22,99081,1900,,,23,,301.46714558525474,,,,,24,AGO,2022/03/24,0,15505389,0
Angola,3/25/22,99102,1900,,,21,,301.53104088361965,,,,,24,AGO,2022/03/25,0,15505389,0
Angola,3/26/22,99106,1900,,,4,,301.5432114166415,,,,,24,AGO,2022/03/26,0,15505389,0
Antarctica,2/27/22,11,0,,,0,,,,,,,10,ATA,2022/02/27,0,,
Antarctica,3/26/22,11,0,,,0,,,,,,,10,ATA,2022/03/26,0,,
Antigua and Barbuda,2/27/22,7437,135,,,0,,7594.3550363532395,,,,,28,ATG,2022/02/27,0,124726,271
Antigua and Barbuda,3/1/22,7447,135,,,10,,7604.566620374152,,,,,28,ATG,2022/03/01,0,124726,0
Antigua and Barbuda,3/2/22,7449,135,,,2,,7606.6089371783355,,,,,28,ATG,2022/03/02,0,124726,0
Antigua and Barbuda,3/5/22,7455,135,,,6,,7612.735887590883,,,,,28,ATG,2022/03/05,0,125031,0
Antigua and Barbuda,3/9/22,7461,135,,,6,,7618.8628380034315,,,,,28,ATG,2022/03/09,0,125031,0
Antigua and Barbuda,3/11/22,7466,135,,,5,,7623.968630013887,,,,,28,ATG,2022/03/11,0,125031,0
Antigua and Barbuda,3/15/22,7470,135,,,4,,7628.053263622253,,,,,28,ATG,2022/03/15,0,125031,0
Antigua and Barbuda,3/19/22,7473,135,,,3,,7631.116738828527,,,,,28,ATG,2022/03/19,0,125386,0
Antigua and Barbuda,3/23/22,7482,135,,,9,,7640.307164447349,,,,,28,ATG,2022/03/23,0,125386,0
Antigua and Barbuda,3/26/22,7482,135,,,0,,7640.307164447349,,,,,28,ATG,2022/03/26,0,125386,0
Argentina,2/27/22,8897178,126120,,,3610,,19685.861358241502,,,,,32,ARG,2022/02/27,72,93505353,91896
Argentina,2/28/22,8900656,126152,,,3478,,19693.556767482944,,,,,32,ARG,2022/02/28,32,93548907,43554
Argentina,3/1/22,8904176,126257,,,3520,,19701.345105760654,,,,,32,ARG,2022/03/01,105,93602093,53186
Argentina,3/2/22,8912317,126390,,,8141,,19719.357850623965,,,,,32,ARG,2022/03/02,133,93658754,56661
Argentina,3/3/22,8921536,126531,,,9219,,19739.75577408482,,,,,32,ARG,2022/03/03,141,93795139,136385
Argentina,3/4/22,8929898,126624,,,8362,,19758.25750268659,,,,,32,ARG,2022/03/04,93,93937469,142330
Argentina,3/5/22,8934328,126708,,,4430,,19768.059303416776,,,,,32,ARG,2022/03/05,84,94081034,143565
Argentina,3/6/22,8936602,126768,,,2274,,19773.090746951868,,,,,32,ARG,2022/03/06,60,94081034,0
Argentina,3/7/22,8942888,126842,,,6286,,19786.999126046667,,,,,32,ARG,2022/03/07,74,94213510,132476
Argentina,3/8/22,8949362,126901,,,6474,,19801.32347320857,,,,,32,ARG,2022/03/08,59,94371423,157913
Argentina,3/9/22,8955458,126955,,,6096,,19814.81145904406,,,,,32,ARG,2022/03/09,54,94493804,122381
Argentina,3/10/22,8961595,127009,,,6137,,19828.39016131972,,,,,32,ARG,2022/03/10,54,94622092,128288
Argentina,3/11/22,8967210,127051,,,5615,,19840.81388843033,,,,,32,ARG,2022/03/11,42,94770122,148030
Argentina,3/12/22,8970196,127122,,,2986,,19847.42070038977,,,,,32,ARG,2022/03/12,71,94924200,154078
Argentina,3/13/22,8971432,127187,,,1236,,19850.15546917138,,,,,32,ARG,2022/03/13,65,95012933,88733
Argentina,3/14/22,8976079,127257,,,4647,,19860.43740325562,,,,,32,ARG,2022/03/14,70,95051509,38576
Argentina,3/15/22,8981155,127295,,,5076,,19871.668541067454,,,,,32,ARG,2022/03/15,38,95164436,112927
Argentina,3/16/22,8985836,127334,,,4681,,19882.02570341915,,,,,32,ARG,2022/03/16,39,95302989,138553
Argentina,3/17/22,8990413,127363,,,4577,,19892.152755776275,,,,,32,ARG,2022/03/17,29,95424211,121222
Argentina,3/18/22,9004829,127439,,,14416,,19924.049541177264,,,,,32,ARG,2022/03/18,76,95546011,121800
Argentina,3/19/22,9006526,127483,,,1697,,19927.804316761718,,,,,32,ARG,2022/03/19,44,95546011,0
Argentina,3/20/22,9007753,127494,,,1227,,19930.51917217841,,,,,32,ARG,2022/03/20,11,95546011,0
Argentina,3/21/22,9011367,127599,,,3614,,19938.515494489675,,,,,32,ARG,2022/03/21,105,95546011,0
Argentina,3/22/22,9016057,127675,,,4690,,19948.892570206284,,,,,32,ARG,2022/03/22,76,95915973,369962
Argentina,3/23/22,9019660,127752,,,3603,,19956.86455396043,,,,,32,ARG,2022/03/23,77,95915973,0
Argentina,3/24/22,9021240,127780,,,1580,,19960.360455800994,,,,,32,ARG,2022/03/24,28,96158041,242068
Argentina,3/25/22,9023812,127846,,,2572,,19966.051252974365,,,,,32,ARG,2022/03/25,66,96196459,38418
Argentina,3/26/22,9025257,127904,,,1445,,19969.24845434121,,,,,32,ARG,2022/03/26,58,96301409,104950
Armenia,2/27/22,419693,8449,,,270,,14163.343158184605,,,,,51,ARM,2022/02/27,16,1971565,0
Armenia,2/28/22,419832,8461,,,139,,14168.033979091762,,,,,51,ARM,2022/02/28,12,1971565,0
Armenia,3/1/22,420156,8478,,,324,,14178.96797890413,,,,,51,ARM,2022/03/01,17,1971565,0
Armenia,3/2/22,420498,8493,,,342,,14190.509423150517,,,,,51,ARM,2022/03/02,15,1971565,0
Armenia,3/3/22,420757,8505,,,259,,14199.249873617811,,,,,51,ARM,2022/03/03,12,1971565,0
Armenia,3/4/22,421008,8516,,,251,,14207.720348781095,,,,,51,ARM,2022/03/04,11,1971565,0
Armenia,3/5/22,421226,8528,,,218,,14215.077175815342,,,,,51,ARM,2022/03/05,12,1971565,0
Armenia,3/6/22,421341,8536,,,115,,14218.958070810473,,,,,51,ARM,2022/03/06,8,1971565,0
Armenia,3/7/22,421401,8548,,,60,,14220.98288559054,,,,,51,ARM,2022/03/07,12,1971565,0
Armenia,3/8/22,421541,8552,,,140,,14225.7074534107,,,,,51,ARM,2022/03/08,4,1971565,0
Armenia,3/9/22,421592,8560,,,51,,14227.428545973757,,,,,51,ARM,2022/03/09,8,1971565,0
Armenia,3/10/22,421714,8563,,,122,,14231.545669359895,,,,,51,ARM,2022/03/10,3,1971565,0
Armenia,3/11/22,421842,8568,,,128,,14235.865274224041,,,,,51,ARM,2022/03/11,5,1971565,0
Armenia,3/12/22,421953,8570,,,111,,14239.611181567167,,,,,51,ARM,2022/03/12,2,1971565,0
Armenia,3/13/22,422004,8572,,,51,,14241.332274130224,,,,,51,ARM,2022/03/13,2,1971565,0
Armenia,3/14/22,422021,8576,,,17,,14241.905971651244,,,,,51,ARM,2022/03/14,4,1971565,0
Armenia,3/15/22,422076,8579,,,55,,14243.762051866306,,,,,51,ARM,2022/03/15,3,1971565,0
Armenia,3/16/22,422155,8587,,,79,,14246.428057993395,,,,,51,ARM,2022/03/16,8,1971565,0
Armenia,3/17/22,422202,8589,,,47,,14248.014162904448,,,,,51,ARM,2022/03/17,2,1971565,0
Armenia,3/18/22,422254,8592,,,52,,14249.769002380508,,,,,51,ARM,2022/03/18,3,1971565,0
Armenia,3/19/22,422286,8593,,,32,,14250.848903596543,,,,,51,ARM,2022/03/19,1,1971565,0
Armenia,3/20/22,422307,8595,,,21,,14251.557588769567,,,,,51,ARM,2022/03/20,2,1971565,0
Armenia,3/21/22,422328,8598,,,21,,14252.26627394259,,,,,51,ARM,2022/03/21,3,1971565,0
Armenia,3/22/22,422354,8601,,,26,,14253.14369368062,,,,,51,ARM,2022/03/22,3,1971565,0
Armenia,3/23/22,422382,8603,,,28,,14254.088607244652,,,,,51,ARM,2022/03/23,2,1971565,0
Armenia,3/24/22,422401,8604,,,19,,14254.729798591674,,,,,51,ARM,2022/03/24,1,1971565,0
Armenia,3/25/22,422423,8607,,,22,,14255.472230677698,,,,,51,ARM,2022/03/25,3,1971565,0
Armenia,3/26/22,422444,8608,,,21,,14256.180915850722,,,,,51,ARM,2022/03/26,1,1971565,0
Australia,2/27/22,3209599,5171,,,21482,,12606.586094887214,,,,,36,AUS,2022/02/27,14,54043583,30858
Australia,2/28/22,3235017,5210,,,25418,,12706.422306625765,,,,,36,AUS,2022/02/28,39,54147015,103432
Australia,3/1/22,3256772,5269,,,21755,,12791.871074678806,,,,,36,AUS,2022/03/01,59,54238420,91405
Australia,3/2/22,3296784,5316,,,40012,,12949.029250148273,,,,,36,AUS,2022/03/02,47,54325970,87550
Australia,3/3/22,3321943,5354,,,25159,,13047.84816788886,,,,,36,AUS,2022/03/03,38,54413414,87444
Australia,3/4/22,3344659,5402,,,22716,,13137.071528729717,,,,,36,AUS,2022/03/04,48,54505583,92169
Australia,3/5/22,3362035,5416,,,17376,,13205.32056544264,,,,,36,AUS,2022/03/05,14,54557472,51889
Australia,3/6/22,3384217,5425,,,22182,,13292.446493870706,,,,,36,AUS,2022/03/06,9,54580411,22939
Australia,3/7/22,3429179,5464,,,44962,,13469.04716080708,,,,,36,AUS,2022/03/07,39,54659240,78829
Australia,3/8/22,3459870,5495,,,30691,,13589.594535677954,,,,,36,AUS,2022/03/08,31,54749767,90527
Australia,3/9/22,3496205,5520,,,36335,,13732.310278597155,,,,,36,AUS,2022/03/09,25,54841157,91390
Australia,3/10/22,3527894,5550,,,31689,,13856.777573969843,,,,,36,AUS,2022/03/10,30,54934071,92914
Australia,3/11/22,3562971,5571,,,35077,,13994.552174613213,,,,,36,AUS,2022/03/11,21,55042007,107936
Australia,3/12/22,3596466,5587,,,33495,,14126.113033539279,,,,,36,AUS,2022/03/12,16,55114521,72514
Australia,3/13/22,3622906,5590,,,26440,,14229.963432404938,,,,,36,AUS,2022/03/13,3,55149115,34594
Australia,3/14/22,3651709,5615,,,28803,,14343.09516608601,,,,,36,AUS,2022/03/14,25,55223539,74424
Australia,3/15/22,3706018,5638,,,54309,,14556.40875579838,,,,,36,AUS,2022/03/15,23,55321036,97497
Australia,3/16/22,3763166,5662,,,57148,,14780.873301727828,,,,,36,AUS,2022/03/16,24,55415201,94165
Australia,3/17/22,3812332,5691,,,49166,,14973.986339194884,,,,,36,AUS,2022/03/17,29,55508022,92821
Australia,3/18/22,3859284,5722,,,46952,,15158.40328047856,,,,,36,AUS,2022/03/18,31,55608918,100896
Australia,3/19/22,3900138,5725,,,40854,,15318.86864338543,,,,,36,AUS,2022/03/19,3,55680095,71177
Australia,3/20/22,3943368,5736,,,43230,,15488.666402196412,,,,,36,AUS,2022/03/20,11,55716641,36546
Australia,3/21/22,3996431,5763,,,53063,,15697.085982945597,,,,,36,AUS,2022/03/21,27,55804675,88034
Australia,3/22/22,4053987,5786,,,57556,,15923.153061505045,,,,,36,AUS,2022/03/22,23,55889039,84364
Australia,3/23/22,4113691,5817,,,59704,,16157.657003028315,,,,,36,AUS,2022/03/23,31,55889039,0
Australia,3/24/22,4180473,5850,,,66782,,16419.961743461234,,,,,36,AUS,2022/03/24,33,55961916,72877
Australia,3/25/22,4228461,5875,,,47988,,16608.44786073677,,,,,36,AUS,2022/03/25,25,55961916,0
Australia,3/26/22,4275210,5893,,,46749,,16792.0674634815,,,,,36,AUS,2022/03/26,18,55961916,0
Austria,2/27/22,2659532,14787,,,23274,,29529.35690175875,,,,,40,AUT,2022/02/27,25,18019089,2428
Austria,2/28/22,2679742,14809,,,20210,,29753.752886836028,,,,,40,AUT,2022/02/28,22,18019089,0
Austria,3/1/22,2704530,14841,,,24788,,30028.979392432047,,,,,40,AUT,2022/03/01,32,18032061,12972
Austria,3/2/22,2744023,14888,,,39493,,30467.47868182626,,,,,40,AUT,2022/03/02,47,18039421,7360
Austria,3/3/22,2775589,14924,,,31566,,30817.962782021674,,,,,40,AUT,2022/03/03,36,18046527,7106
Austria,3/4/22,2808008,14960,,,32419,,31177.917925031088,,,,,40,AUT,2022/03/04,36,18054812,8285
Austria,3/5/22,2839297,14986,,,31289,,31525.32643453544,,,,,40,AUT,2022/03/05,26,18058790,3978
Austria,3/6/22,2867760,15008,,,28463,,31841.357257061645,,,,,40,AUT,2022/03/06,22,18060574,1784
Austria,3/7/22,2893913,15026,,,26153,,32131.739651803164,,,,,40,AUT,2022/03/07,18,18065620,5046
Austria,3/8/22,2924852,15071,,,30939,,32475.262035885593,,,,,40,AUT,2022/03/08,45,18072356,6736
Austria,3/9/22,2972647,15113,,,47795,,33005.9402202878,,,,,40,AUT,2022/03/09,42,18077783,5427
Austria,3/10/22,3022079,15136,,,49432,,33554.794368449104,,,,,40,AUT,2022/03/10,23,18083087,5304
Austria,3/11/22,3071402,15163,,,49323,,34102.43826612187,,,,,40,AUT,2022/03/11,27,18083841,754
Austria,3/12/22,3115867,15180,,,44465,,34596.142742938355,,,,,40,AUT,2022/03/12,17,18092659,8818
Austria,3/13/22,3153927,15207,,,38060,,35018.73112453367,,,,,40,AUT,2022/03/13,27,18094057,1398
Austria,3/14/22,3188147,15221,,,34220,,35398.68315864274,,,,,40,AUT,2022/03/14,14,18095970,1913
Austria,3/15/22,3225272,15261,,,37125,,35810.89003375378,,,,,40,AUT,2022/03/15,40,18100402,4432
Austria,3/16/22,3283855,15289,,,58583,,36461.34970687511,,,,,40,AUT,2022/03/16,28,18104966,4564
Austria,3/17/22,3335900,15320,,,52045,,37039.21655711494,,,,,40,AUT,2022/03/17,31,18111082,6116
Austria,3/18/22,3387012,15344,,,51112,,37606.724107301474,,,,,40,AUT,2022/03/18,24,18116207,5125
Austria,3/19/22,3429011,15387,,,41999,,38073.048054716644,,,,,40,AUT,2022/03/19,43,18118551,2344
Austria,3/20/22,3466203,15409,,,37192,,38485.99884526559,,,,,40,AUT,2022/03/20,22,18119573,1022
Austria,3/21/22,3498075,15432,,,31872,,38839.880529401315,,,,,40,AUT,2022/03/21,23,18123152,3579
Austria,3/22/22,3532415,15487,,,34340,,39221.16494936934,,,,,40,AUT,2022/03/22,55,18126693,3541
Austria,3/23/22,3585486,15530,,,53071,,39810.42369870315,,,,,40,AUT,2022/03/23,43,18126693,0
Austria,3/24/22,3627093,15579,,,41607,,40272.395185645764,,,,,40,AUT,2022/03/24,49,18135948,9255
Austria,3/25/22,3665003,15619,,,37910,,40693.318084917395,,,,,40,AUT,2022/03/25,40,18141606,5658
Austria,3/26/22,3698511,15665,,,33508,,41065.364629596734,,,,,40,AUT,2022/03/26,46,18144664,3058
Azerbaijan,2/27/22,785301,9400,,,2553,,7745.215956919572,,,,,31,AZE,2022/02/27,42,12720225,0
Azerbaijan,2/28/22,785670,9417,,,369,,7748.855306274919,,,,,31,AZE,2022/02/28,17,12720225,0
Azerbaijan,3/1/22,786502,9438,,,832,,7757.0611021113655,,,,,31,AZE,2022/03/01,21,12720225,0
Azerbaijan,3/2/22,787367,9454,,,865,,7765.5923682153625,,,,,31,AZE,2022/03/02,16,12720225,0
Azerbaijan,3/3/22,787937,9473,,,570,,7771.214127382159,,,,,31,AZE,2022/03/03,19,12720225,0
Azerbaijan,3/4/22,788525,9488,,,588,,7777.013415785801,,,,,31,AZE,2022/03/04,15,12720225,0
Azerbaijan,3/5/22,788958,9500,,,433,,7781.2839802054905,,,,,31,AZE,2022/03/05,12,12720225,0
Azerbaijan,3/6/22,789332,9518,,,374,,7784.972643237738,,,,,31,AZE,2022/03/06,18,12720225,0
Azerbaijan,3/7/22,789481,9531,,,149,,7786.44219080941,,,,,31,AZE,2022/03/07,13,12720225,0
Azerbaijan,3/8/22,789757,9547,,,276,,7789.164305774385,,,,,31,AZE,2022/03/08,16,13159756,439531
Azerbaijan,3/9/22,789883,9558,,,126,,7790.407010432308,,,,,31,AZE,2022/03/09,11,13176634,16878
Azerbaijan,3/10/22,790153,9575,,,270,,7793.069948985001,,,,,31,AZE,2022/03/10,17,13202557,25923
Azerbaijan,3/11/22,790378,9589,,,225,,7795.289064445578,,,,,31,AZE,2022/03/11,14,13224872,22315
Azerbaijan,3/12/22,790575,9599,,,197,,7797.232023315506,,,,,31,AZE,2022/03/12,10,13246942,22070
Azerbaijan,3/13/22,790767,9611,,,192,,7799.125668508533,,,,,31,AZE,2022/03/13,12,13246942,0
