Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3,Cases_28_Days,Deaths_28_Days
Colorado,US,2022-03-04 05:20:41,40.66671597,-105.4625784,74011,459,,,Larimer,8069,"Larimer, Colorado, US",20737.23938705348,,,84008069,USA,3786,23
Colorado,US,2022-03-04 05:20:41,37.3153406,-104.0376458,3424,39,,,Las Animas,8071,"Las Animas, Colorado, US",23604.025920308843,,,84008071,USA,187,1
Colorado,US,2022-03-04 05:20:41,38.98749519,-103.5136649,2045,9,,,Lincoln,8073,"Lincoln, Colorado, US",35870.89984213297,,,84008073,USA,94,0
Colorado,US,2022-03-04 05:20:41,40.7249637,-103.110817,7100,106,,,Logan,8075,"Logan, Colorado, US",31683.698513989915,,,84008075,USA,432,2
Colorado,US,2022-03-04 05:20:41,39.01787888,-108.469799,41379,527,,,Mesa,8077,"Mesa, Colorado, US",26832.890214642368,,,84008077,USA,2279,24
Colorado,US,2022-03-04 05:20:41,37.66954283,-106.9281698,219,1,,,Mineral,8079,"Mineral, Colorado, US",28478.54356306892,,,84008079,USA,2,0
Colorado,US,2022-03-04 05:20:41,40.61810999,-108.2070876,2934,51,,,Moffat,8081,"Moffat, Colorado, US",22088.383648272233,,,84008081,USA,159,0
Colorado,US,2022-03-04 05:20:41,37.33859579,-108.5958857,5963,67,,,Montezuma,8083,"Montezuma, Colorado, US",22774.319214757666,,,84008083,USA,387,7
Colorado,US,2022-03-04 05:20:41,38.40214114,-108.26390220000002,9068,158,,,Montrose,8085,"Montrose, Colorado, US",21207.72720894336,,,84008085,USA,463,7
Colorado,US,2022-03-04 05:20:41,40.26279810000001,-103.8093302,5470,134,,,Morgan,8087,"Morgan, Colorado, US",18817.944131003165,,,84008087,USA,183,5
Colorado,US,2022-03-04 05:20:41,37.9014485,-103.7173385,4193,125,,,Otero,8089,"Otero, Colorado, US",22940.146624357152,,,84008089,USA,160,2
Colorado,US,2022-03-04 05:20:41,38.14717457,-107.7675136,837,6,,,Ouray,8091,"Ouray, Colorado, US",16902.26171243942,,,84008091,USA,21,0
Colorado,US,2022-03-04 05:20:41,,,0,0,,,Out of CO,80008,"Out of CO, Colorado, US",,,,84080008,USA,0,0
Colorado,US,2022-03-04 05:20:41,39.120926,-105.7182065,2739,20,,,Park,8093,"Park, Colorado, US",14534.35924648448,,,84008093,USA,85,3
Colorado,US,2022-03-04 05:20:41,40.59414277,-102.3577703,861,18,,,Phillips,8095,"Phillips, Colorado, US",20187.57327080891,,,84008095,USA,51,3
Colorado,US,2022-03-04 05:20:41,39.21720112,-106.9310027,6220,6,,,Pitkin,8097,"Pitkin, Colorado, US",35008.72403894861,,,84008097,USA,245,0
Colorado,US,2022-03-04 05:20:41,37.95544985,-102.3926052,2575,48,,,Prowers,8099,"Prowers, Colorado, US",21155.110088728234,,,84008099,USA,121,3
Colorado,US,2022-03-04 05:20:41,38.17359144,-104.5127437,44155,769,,,Pueblo,8101,"Pueblo, Colorado, US",26216.572459981948,,,84008101,USA,1871,35
Colorado,US,2022-03-04 05:20:41,39.97913541,-108.2179009,1647,13,,,Rio Blanco,8103,"Rio Blanco, Colorado, US",26043.64326375712,,,84008103,USA,175,0
Colorado,US,2022-03-04 05:20:41,37.5836865,-106.3847838,2730,46,,,Rio Grande,8105,"Rio Grande, Colorado, US",24230.052365314637,,,84008105,USA,185,3
Colorado,US,2022-03-04 05:20:41,40.48596505,-106.9905548,6184,24,,,Routt,8107,"Routt, Colorado, US",24120.446212653093,,,84008107,USA,198,0
Colorado,US,2022-03-04 05:20:41,38.08054629,-106.282466,1144,12,,,Saguache,8109,"Saguache, Colorado, US",16764.361078546306,,,84008109,USA,89,1
Colorado,US,2022-03-04 05:20:41,37.76248981,-107.67632890000002,184,0,,,San Juan,8111,"San Juan, Colorado, US",25274.72527472528,,,84008111,USA,-4,0
Colorado,US,2022-03-04 05:20:41,38.00450883,-108.4020725,2220,8,,,San Miguel,8113,"San Miguel, Colorado, US",27142.68247952072,,,84008113,USA,90,1
Colorado,US,2022-03-04 05:20:41,40.87595412,-102.3519227,471,8,,,Sedgwick,8115,"Sedgwick, Colorado, US",20951.957295373664,,,84008115,USA,25,0
Colorado,US,2022-03-04 05:20:41,39.63803232,-106.1150762,9558,14,,,Summit,8117,"Summit, Colorado, US",30821.321466576377,,,84008117,USA,225,2
Colorado,US,2022-03-04 05:20:41,38.88133511,-105.1614893,4682,56,,,Teller,8119,"Teller, Colorado, US",18441.78351977312,,,84008119,USA,133,2
Colorado,US,2022-03-04 05:20:41,,,121,0,,,Unassigned,90008,"Unassigned, Colorado, US",,,,84090008,USA,18,0
Colorado,US,2022-03-04 05:20:41,39.97015535,-103.202587,1033,26,,,Washington,8121,"Washington, Colorado, US",21047.26976365118,,,84008121,USA,77,0
Colorado,US,2022-03-04 05:20:41,40.55499405,-104.3929621,80611,682,,,Weld,8123,"Weld, Colorado, US",24842.214908225786,,,84008123,USA,3106,51
Colorado,US,2022-03-04 05:20:41,40.00346839,-102.4258673,1844,23,,,Yuma,8125,"Yuma, Colorado, US",18405.030442159896,,,84008125,USA,67,1
Connecticut,US,2022-03-04 05:20:41,41.26809896,-73.3881171,198498,2644,,,Fairfield,9001,"Fairfield, Connecticut, US",21042.22055437534,,,84009001,USA,4032,80
Connecticut,US,2022-03-04 05:20:41,41.80283011,-72.73103891,174775,3029,,,Hartford,9003,"Hartford, Connecticut, US",19599.762257210783,,,84009003,USA,4180,126
Connecticut,US,2022-03-04 05:20:41,41.7937534,-73.2451475,31275,448,,,Litchfield,9005,"Litchfield, Connecticut, US",17342.915606128663,,,84009005,USA,1082,28
Connecticut,US,2022-03-04 05:20:41,41.45949668,-72.53714864,27426,469,,,Middlesex,9007,"Middlesex, Connecticut, US",16884.18823413529,,,84009007,USA,1243,11
Connecticut,US,2022-03-04 05:20:41,41.4080325,-72.93620426,190408,2740,,,New Haven,9009,"New Haven, Connecticut, US",22276.2726716482,,,84009009,USA,5710,121
Connecticut,US,2022-03-04 05:20:41,41.48896435,-72.10430976,53682,626,,,New London,9011,"New London, Connecticut, US",20241.62349268116,,,84009011,USA,1873,33
Connecticut,US,2022-03-04 05:20:41,41.85853803,-72.3308481,20145,263,,,Tolland,9013,"Tolland, Connecticut, US",13365.755269670452,,,84009013,USA,660,13
Connecticut,US,2022-03-04 05:20:41,,,2799,4,,,Unassigned,90009,"Unassigned, Connecticut, US",,,,84090009,USA,97,4
Connecticut,US,2022-03-04 05:20:41,41.82972709,-71.98182316,25393,292,,,Windham,9015,"Windham, Connecticut, US",21743.933140381225,,,84009015,USA,653,16
Delaware,US,2022-03-04 05:20:41,39.08646628,-75.56884914,49679,603,,,Kent,10001,"Kent, Delaware, US",27479.45084243249,,,84010001,USA,1581,43
Delaware,US,2022-03-04 05:20:41,39.57992638,-75.64054974,145490,1311,,,New Castle,10003,"New Castle, Delaware, US",26038.338944041465,,,84010003,USA,3837,77
Delaware,US,2022-03-04 05:20:41,38.66143781,-75.39031349,60806,797,,,Sussex,10005,"Sussex, Delaware, US",25960.508058490766,,,84010005,USA,1745,36
Delaware,US,2022-03-04 05:20:41,,,920,0,,,Unassigned,90010,"Unassigned, Delaware, US",,,,84090010,USA,16,0
Diamond Princess,US,2020-08-04 02:27:56,,,49,0,,,,88888,"Diamond Princess, US",,,,84088888,USA,0,0
District of Columbia,US,2022-03-04 05:20:41,38.90417773,-77.01655992,134623,1319,,,District of Columbia,11001,"District of Columbia, District of Columbia ,US",19075.19528897668,,,84011001,USA,3339,28
Florida,US,2022-03-04 05:20:41,29.67866525,-82.35928158,67390,588,,,Alachua,12001,"Alachua, Florida, US",25048.04064777749,,,84012001,USA,4953,51
Florida,US,2022-03-04 05:20:41,30.33060121,-82.28467476,8636,132,,,Baker,12003,"Baker, Florida, US",29565.217391304344,,,84012003,USA,675,5
Florida,US,2022-03-04 05:20:41,30.26548745,-85.62122584,46264,778,,,Bay,12005,"Bay, Florida, US",26481.211184568278,,,84012005,USA,3107,49
Florida,US,2022-03-04 05:20:41,29.95079741,-82.16611613,7449,138,,,Bradford,12007,"Bradford, Florida, US",26413.956951881144,,,84012007,USA,568,8
Florida,US,2022-03-04 05:20:41,28.29409504,-80.73091022,132792,1973,,,Brevard,12009,"Brevard, Florida, US",22060.597200394717,,,84012009,USA,9568,142
Florida,US,2022-03-04 05:20:41,26.15184651,-80.48725556,598603,5546,,,Broward,12011,"Broward, Florida, US",30653.919697989222,,,84012011,USA,22289,399
Florida,US,2022-03-04 05:20:41,30.40666734,-85.19394153,4074,91,,,Calhoun,12013,"Calhoun, Florida, US",28883.374689826298,,,84012013,USA,247,6
Florida,US,2022-03-04 05:20:41,26.90131002,-81.92949121,35311,709,,,Charlotte,12015,"Charlotte, Florida, US",18691.969721031182,,,84012015,USA,3024,31
Florida,US,2022-03-04 05:20:41,28.84804315,-82.47614748,29318,925,,,Citrus,12017,"Citrus, Florida, US",19590.12942929499,,,84012017,USA,2419,72
Florida,US,2022-03-04 05:20:41,29.98319144,-81.85609986,53328,770,,,Clay,12019,"Clay, Florida, US",24322.697170379288,,,84012019,USA,4335,52
Florida,US,2022-03-04 05:20:41,26.11091986,-81.34687065,84025,970,,,Collier,12021,"Collier, Florida, US",21830.23211103086,,,84012021,USA,4044,66
Florida,US,2022-03-04 05:20:41,30.22509788,-82.62160164,21128,346,,,Columbia,12023,"Columbia, Florida, US",29472.979382306166,,,84012023,USA,1557,17
Florida,US,2022-03-04 05:20:41,27.18677893,-81.80941373,9282,141,,,DeSoto,12027,"DeSoto, Florida, US",24425.673008605037,,,84012027,USA,565,1
Florida,US,2022-03-04 05:20:41,29.60631086,-83.15724673,4010,53,,,Dixie,12029,"Dixie, Florida, US",23832.164507310117,,,84012029,USA,348,1
Florida,US,2022-03-04 05:20:41,30.33225875,-81.66976468,252188,3154,,,Duval,12031,"Duval, Florida, US",26331.159847769,,,84012031,USA,14602,224
Florida,US,2022-03-04 05:20:41,30.67652764,-87.37284571,81223,1242,,,Escambia,12033,"Escambia, Florida, US",25516.46791238895,,,84012033,USA,4581,83
Florida,US,2022-03-04 05:20:41,29.45933576,-81.31508595,22168,311,,,Flagler,12035,"Flagler, Florida, US",19262.95391941328,,,84012035,USA,1424,22
Florida,US,2022-03-04 05:20:41,29.83791238,-84.82731662,3107,50,,,Franklin,12037,"Franklin, Florida, US",25624.742268041242,,,84012037,USA,211,4
Florida,US,2022-03-04 05:20:41,30.57796289,-84.61915825,13387,185,,,Gadsden,12039,"Gadsden, Florida, US",29318.87866841875,,,84012039,USA,890,20
Florida,US,2022-03-04 05:20:41,29.72856978,-82.79880657,4477,75,,,Gilchrist,12041,"Gilchrist, Florida, US",24093.20848132601,,,84012041,USA,407,4
Florida,US,2022-03-04 05:20:41,26.95635849,-81.18996211,1981,35,,,Glades,12043,"Glades, Florida, US",14343.639128231118,,,84012043,USA,106,1
Florida,US,2022-03-04 05:20:41,29.93543004,-85.24270990000002,4272,70,,,Gulf,12045,"Gulf, Florida, US",31321.944424078014,,,84012045,USA,325,3
Florida,US,2022-03-04 05:20:41,30.49673973,-82.94998918,3809,52,,,Hamilton,12047,"Hamilton, Florida, US",26400.055447740502,,,84012047,USA,198,3
Florida,US,2022-03-04 05:20:41,27.49293939,-81.80956574,8613,118,,,Hardee,12049,"Hardee, Florida, US",31974.607417307052,,,84012049,USA,501,13
Florida,US,2022-03-04 05:20:41,26.55386945,-81.16469006,11676,158,,,Hendry,12051,"Hendry, Florida, US",27785.445718909144,,,84012051,USA,526,12
Florida,US,2022-03-04 05:20:41,28.55364461,-82.42700204,41682,1009,,,Hernando,12053,"Hernando, Florida, US",21494.430693069306,,,84012053,USA,2899,60
Florida,US,2022-03-04 05:20:41,27.34254618,-81.34071957,23891,632,,,Highlands,12055,"Highlands, Florida, US",22491.785993353482,,,84012055,USA,1954,58
Florida,US,2022-03-04 05:20:41,27.9276559,-82.32013172,372296,3383,,,Hillsborough,12057,"Hillsborough, Florida, US",25292.397660818715,,,84012057,USA,24290,209
Florida,US,2022-03-04 05:20:41,30.86747479,-85.81319222,5399,83,,,Holmes,12059,"Holmes, Florida, US",27522.047203955757,,,84012059,USA,289,8
Florida,US,2022-03-04 05:20:41,27.69308961,-80.60556721,32158,627,,,Indian River,12061,"Indian River, Florida, US",20108.427180580653,,,84012061,USA,1853,40
Florida,US,2022-03-04 05:20:41,30.7954597,-85.21500423,14736,258,,,Jackson,12063,"Jackson, Florida, US",31749.041237557638,,,84012063,USA,1098,12
Florida,US,2022-03-04 05:20:41,30.43669112,-83.89442308,3935,44,,,Jefferson,12065,"Jefferson, Florida, US",27621.788572230802,,,84012065,USA,316,6
Florida,US,2022-03-04 05:20:41,29.98484137,-83.18166636,2759,51,,,Lafayette,12067,"Lafayette, Florida, US",32759.43956304916,,,84012067,USA,179,
Florida,US,2022-03-04 05:20:41,28.76202069,-81.7125123,84442,1421,,,Lake,12069,"Lake, Florida, US",23001.323825037183,,,84012069,USA,5828,145
Florida,US,2022-03-04 05:20:41,26.58410348,-81.88399313,189298,2036,,,Lee,12071,"Lee, Florida, US",24565.747485325934,,,84012071,USA,11189,135
Florida,US,2022-03-04 05:20:41,30.45955727,-84.27491114,85268,606,,,Leon,12073,"Leon, Florida, US",29044.014960045235,,,84012073,USA,6186,55
Florida,US,2022-03-04 05:20:41,29.31829741,-82.74007147,10167,121,,,Levy,12075,"Levy, Florida, US",24497.024311495563,,,84012075,USA,763,6
Florida,US,2022-03-04 05:20:41,30.23766008,-84.8829258,2495,27,,,Liberty,12077,"Liberty, Florida, US",29865.932487431168,,,84012077,USA,116,2
Florida,US,2022-03-04 05:20:41,30.44396917,-83.47398594,5821,69,,,Madison,12079,"Madison, Florida, US",31476.774995944415,,,84012079,USA,477,0
Florida,US,2022-03-04 05:20:41,27.47196942,-82.31831044,95225,1345,,,Manatee,12081,"Manatee, Florida, US",23614.207457849043,,,84012081,USA,6394,100
Florida,US,2022-03-04 05:20:41,29.21227113,-82.05803627,82841,2007,,,Marion,12083,"Marion, Florida, US",22660.21844799619,,,84012083,USA,5707,161
Florida,US,2022-03-04 05:20:41,27.0772071,-80.43109784,30935,588,,,Martin,12085,"Martin, Florida, US",19214.285714285714,,,84012085,USA,1139,47
Florida,US,2022-03-04 05:20:41,25.6112362,-80.55170587,1176706,10320,,,Miami-Dade,12086,"Miami-Dade, Florida, US",43309.97372043549,,,84012086,USA,48296,755
Florida,US,2022-03-04 05:20:41,25.20904673,-81.07812416,18249,115,,,Monroe,12087,"Monroe, Florida, US",24585.0622406639,,,84012087,USA,751,12
Florida,US,2022-03-04 05:20:41,30.61037141,-81.80297522,22014,272,,,Nassau,12089,"Nassau, Florida, US",24839.492242595206,,,84012089,USA,1311,20
Florida,US,2022-03-04 05:20:41,30.69143028,-86.59267105,51273,656,,,Okaloosa,12091,"Okaloosa, Florida, US",24330.210972866782,,,84012091,USA,3367,61
Florida,US,2022-03-04 05:20:41,27.386336199999995,-80.88944347,10603,165,,,Okeechobee,12093,"Okeechobee, Florida, US",25144.659457408463,,,84012093,USA,446,1
Florida,US,2022-03-04 05:20:41,28.51367621,-81.31799498,373962,2570,,,Orange,12095,"Orange, Florida, US",26837.09234333153,,,84012095,USA,20661,217
Florida,US,2022-03-04 05:20:41,28.06312234,-81.14882926,113011,1062,,,Osceola,12097,"Osceola, Florida, US",30076.03439511804,,,84012097,USA,5165,110
Florida,US,2022-03-04 05:20:41,26.64676272,-80.46536002,365203,4843,,,Palm Beach,12099,"Palm Beach, Florida, US",24399.40672247573,,,84012099,USA,14489,436
Florida,US,2022-03-04 05:20:41,28.30810945,-82.40227529,121129,1781,,,Pasco,12101,"Pasco, Florida, US",21866.532357788747,,,84012101,USA,8378,120
Florida,US,2022-03-04 05:20:41,27.93130349,-82.72239666,208177,3147,,,Pinellas,12103,"Pinellas, Florida, US",21351.574775691388,,,84012103,USA,14023,308
Florida,US,2022-03-04 05:20:41,27.95027105,-81.69732947,198867,2802,,,Polk,12105,"Polk, Florida, US",27438.370698849438,,,84012105,USA,11950,218
Florida,US,2022-03-04 05:20:41,29.60779729,-81.74230285,17463,405,,,Putnam,12107,"Putnam, Florida, US",23433.66299432375,,,84012107,USA,1062,18
Florida,US,2022-03-04 05:20:41,30.693414500000006,-87.02458128,48365,584,,,Santa Rosa,12113,"Santa Rosa, Florida, US",26240.688394198998,,,84012113,USA,3906,38
Florida,US,2022-03-04 05:20:41,27.18546175,-82.33174248,89894,1488,,,Sarasota,12115,"Sarasota, Florida, US",20725.223750524507,,,84012115,USA,7500,112
Florida,US,2022-03-04 05:20:41,28.7158582,-81.24060348,102807,1022,,,Seminole,12117,"Seminole, Florida, US",21789.17651846232,,,84012117,USA,6141,100
Florida,US,2022-03-04 05:20:41,29.90096506,-81.43589967,62619,518,,,St. Johns,12109,"St. Johns, Florida, US",23659.09503083061,,,84012109,USA,4923,33
Florida,US,2022-03-04 05:20:41,27.37763908,-80.47106649,73285,1137,,,St. Lucie,12111,"St. Lucie, Florida, US",22322.77480452152,,,84012111,USA,3747,64
Florida,US,2022-03-04 05:20:41,28.70181754,-82.0794267,21454,506,,,Sumter,12119,"Sumter, Florida, US",16201.48013895182,,,84012119,USA,1851,20
Florida,US,2022-03-04 05:20:41,30.19746066,-82.99099670000003,12909,276,,,Suwannee,12121,"Suwannee, Florida, US",29063.196523853483,,,84012121,USA,969,5
Florida,US,2022-03-04 05:20:41,30.04848048,-83.60445406,6978,99,,,Taylor,12123,"Taylor, Florida, US",32351.986647503363,,,84012123,USA,612,12
Florida,US,2022-03-04 05:20:41,,,2962,1781,,,Unassigned,90012,"Unassigned, Florida, US",,,,84090012,USA,-50550,349
Florida,US,2022-03-04 05:20:41,30.04412971,-82.37497443,4294,111,,,Union,12125,"Union, Florida, US",28181.40053816368,,,84012125,USA,271,7
Florida,US,2022-03-04 05:20:41,29.05858895,-81.18263252,116204,1786,,,Volusia,12127,"Volusia, Florida, US",21002.59541212108,,,84012127,USA,7856,122
Florida,US,2022-03-04 05:20:41,30.16548905,-84.39895211,9888,118,,,Wakulla,12129,"Wakulla, Florida, US",29307.329796378082,,,84012129,USA,842,7
Florida,US,2022-03-04 05:20:41,30.64204028,-86.16935664,17320,204,,,Walton,12131,"Walton, Florida, US",23382.97039327132,,,84012131,USA,906,22
Florida,US,2022-03-04 05:20:41,30.61359259,-85.66002461,6601,104,,,Washington,12133,"Washington, Florida, US",25913.712558395167,,,84012133,USA,319,17
Georgia,US,2022-03-04 05:20:41,31.74847232,-82.28909114,4729,117,,,Appling,13001,"Appling, Georgia, US",25720.657021646904,,,84013001,USA,143,4
Georgia,US,2022-03-04 05:20:41,31.29633502,-82.87545866,2087,46,,,Atkinson,13003,"Atkinson, Georgia, US",25560.31843233313,,,84013003,USA,94,7
Georgia,US,2022-03-04 05:20:41,31.55456473,-82.45936528,3508,73,,,Bacon,13005,"Bacon, Georgia, US",31422.429236832675,,,84013005,USA,160,7
Georgia,US,2022-03-04 05:20:41,31.32669878,-84.44218806,531,14,,,Baker,13007,"Baker, Georgia, US",17478.60434496379,,,84013007,USA,10,0
Georgia,US,2022-03-04 05:20:41,33.06882326,-83.24701748,9456,224,,,Baldwin,13009,"Baldwin, Georgia, US",21064.825128090888,,,84013009,USA,230,17
Georgia,US,2022-03-04 05:20:41,34.35607081,-83.49644388,3850,84,,,Banks,13011,"Banks, Georgia, US",20016.63720494957,,,84013011,USA,139,8
Georgia,US,2022-03-04 05:20:41,33.99148694,-83.71436292,21804,244,,,Barrow,13013,"Barrow, Georgia, US",26194.137433926,,,84013013,USA,533,18
Georgia,US,2022-03-04 05:20:41,34.23732119,-84.83887523,28698,432,,,Bartow,13015,"Bartow, Georgia, US",26636.841225936998,,,84013015,USA,879,15
Georgia,US,2022-03-04 05:20:41,31.76095874,-83.22145359,4289,118,,,Ben Hill,13017,"Ben Hill, Georgia, US",25682.63473053892,,,84013017,USA,171,4
Georgia,US,2022-03-04 05:20:41,31.27590016,-83.22529920000002,4903,78,,,Berrien,13019,"Berrien, Georgia, US",25277.104706913444,,,84013019,USA,104,6
Georgia,US,2022-03-04 05:20:41,32.80904227,-83.70489165,36650,745,,,Bibb,13021,"Bibb, Georgia, US",23929.38057835321,,,84013021,USA,1095,47
Georgia,US,2022-03-04 05:20:41,32.43829035,-83.33035166,3307,91,,,Bleckley,13023,"Bleckley, Georgia, US",25689.42748388099,,,84013023,USA,45,6
Georgia,US,2022-03-04 05:20:41,31.19576557,-81.97743999,4085,100,,,Brantley,13025,"Brantley, Georgia, US",21377.36145271861,,,84013025,USA,244,3
Georgia,US,2022-03-04 05:20:41,30.83922642,-83.58303423,3398,82,,,Brooks,13027,"Brooks, Georgia, US",21983.56731577926,,,84013027,USA,103,5
Georgia,US,2022-03-04 05:20:41,32.00979311,-81.44002948,8895,85,,,Bryan,13029,"Bryan, Georgia, US",22446.816564463625,,,84013029,USA,295,5
Georgia,US,2022-03-04 05:20:41,32.39577406,-81.74811421,15331,249,,,Bulloch,13031,"Bulloch, Georgia, US",19258.114762335445,,,84013031,USA,414,14
Georgia,US,2022-03-04 05:20:41,33.05917989,-81.99928721,5251,101,,,Burke,13033,"Burke, Georgia, US",23459.768574364472,,,84013033,USA,147,9
Georgia,US,2022-03-04 05:20:41,33.283094500000004,-83.95435040000002,6436,149,,,Butts,13035,"Butts, Georgia, US",25810.073788899586,,,84013035,USA,131,12
Georgia,US,2022-03-04 05:20:41,31.53169785,-84.62725131,1342,22,,,Calhoun,13037,"Calhoun, Georgia, US",21683.63225076749,,,84013037,USA,39,0
Georgia,US,2022-03-04 05:20:41,30.92951916,-81.66601818,11008,111,,,Camden,13039,"Camden, Georgia, US",20136.830936962648,,,84013039,USA,472,7
Georgia,US,2022-03-04 05:20:41,32.40209349,-82.07702563,2057,91,,,Candler,13043,"Candler, Georgia, US",19041.00712764973,,,84013043,USA,49,0
Georgia,US,2022-03-04 05:20:41,33.58138199,-85.07976677,23588,426,,,Carroll,13045,"Carroll, Georgia, US",19657.977198479894,,,84013045,USA,559,30
Georgia,US,2022-03-04 05:20:41,34.89872298,-85.13757014,14173,154,,,Catoosa,13047,"Catoosa, Georgia, US",20972.181118674165,,,84013047,USA,677,15
Georgia,US,2022-03-04 05:20:41,30.78371028,-82.13951596,2958,62,,,Charlton,13049,"Charlton, Georgia, US",22087.813620071684,,,84013049,USA,247,4
Georgia,US,2022-03-04 05:20:41,32.00043026,-81.12489526,61401,825,,,Chatham,13051,"Chatham, Georgia, US",21214.455999723603,,,84013051,USA,2078,55
Georgia,US,2022-03-04 05:20:41,32.34341231,-84.78809239,6784,21,,,Chattahoochee,13053,"Chattahoochee, Georgia, US",62198.58806271202,,,84013053,USA,58,0
Georgia,US,2022-03-04 05:20:41,34.47197698,-85.34535662,6510,127,,,Chattooga,13055,"Chattooga, Georgia, US",26261.64831175118,,,84013055,USA,286,10
Georgia,US,2022-03-04 05:20:41,34.24393976,-84.47431861,62683,589,,,Cherokee,13057,"Cherokee, Georgia, US",24223.16083980941,,,84013057,USA,1500,56
Georgia,US,2022-03-04 05:20:41,33.95436462,-83.37124007,29474,215,,,Clarke,13059,"Clarke, Georgia, US",22967.17083167746,,,84013059,USA,552,15
Georgia,US,2022-03-04 05:20:41,31.62221166,-84.97713865,515,6,,,Clay,13061,"Clay, Georgia, US",18172.19477769937,,,84013061,USA,12,2
Georgia,US,2022-03-04 05:20:41,33.54187245,-84.35594188,63131,902,,,Clayton,13063,"Clayton, Georgia, US",21601.26738202124,,,84013063,USA,1296,61
Georgia,US,2022-03-04 05:20:41,30.91395822,-82.70432472,2066,39,,,Clinch,13065,"Clinch, Georgia, US",31217.890601390147,,,84013065,USA,123,2
Georgia,US,2022-03-04 05:20:41,33.94243204,-84.5761255,169360,1693,,,Cobb,13067,"Cobb, Georgia, US",22280.076985717118,,,84013067,USA,4921,128
Georgia,US,2022-03-04 05:20:41,31.54892966,-82.85492059999999,10727,259,,,Coffee,13069,"Coffee, Georgia, US",24789.12948027638,,,84013069,USA,596,9
Georgia,US,2022-03-04 05:20:41,31.18810588,-83.7677946,11004,229,,,Colquitt,13071,"Colquitt, Georgia, US",24131.578947368416,,,84013071,USA,360,16
Georgia,US,2022-03-04 05:20:41,33.54534185,-82.263524,35374,365,,,Columbia,13073,"Columbia, Georgia, US",22572.329211174496,,,84013073,USA,1248,25
Georgia,US,2022-03-04 05:20:41,31.16068491,-83.42947229,4864,70,,,Cook,13075,"Cook, Georgia, US",28164.4470179502,,,84013075,USA,95,4
Georgia,US,2022-03-04 05:20:41,33.35334302,-84.76129976,32731,465,,,Coweta,13077,"Coweta, Georgia, US",22039.74169915628,,,84013077,USA,702,38
Georgia,US,2022-03-04 05:20:41,32.71391813,-83.98061238,1764,52,,,Crawford,13079,"Crawford, Georgia, US",14221.218961625284,,,84013079,USA,66,2
Georgia,US,2022-03-04 05:20:41,31.92289565,-83.76811843,4635,131,,,Crisp,13081,"Crisp, Georgia, US",20717.8616127302,,,84013081,USA,128,2
Georgia,US,2022-03-04 05:20:41,34.854916700000004,-85.50490424,3122,28,,,Dade,13083,"Dade, Georgia, US",19372.052618515758,,,84013083,USA,166,2
Georgia,US,2022-03-04 05:20:41,34.44244079,-84.16964071,6827,97,,,Dawson,13085,"Dawson, Georgia, US",26149.073081047954,,,84013085,USA,211,6
Georgia,US,2022-03-04 05:20:41,33.76944049,-84.22396017,144409,1607,,,DeKalb,13089,"DeKalb, Georgia, US",19018.77657886176,,,84013089,USA,4595,119
Georgia,US,2022-03-04 05:20:41,30.87967778,-84.57619536,6959,124,,,Decatur,13087,"Decatur, Georgia, US",26355.85517345857,,,84013087,USA,585,7
Georgia,US,2022-03-04 05:20:41,32.17265114,-83.16948926,5172,146,,,Dodge,13091,"Dodge, Georgia, US",25100.703712691095,,,84013091,USA,81,8
Georgia,US,2022-03-04 05:20:41,32.15630737,-83.79746561,2358,67,,,Dooly,13093,"Dooly, Georgia, US",17610.156833457804,,,84013093,USA,62,4
Georgia,US,2022-03-04 05:20:41,31.53328528,-84.21722377,19341,477,,,Dougherty,13095,"Dougherty, Georgia, US",21989.403792805493,,,84013095,USA,800,21
Georgia,US,2022-03-04 05:20:41,33.70291126,-84.77026156,34582,374,,,Douglas,13097,"Douglas, Georgia, US",23630.785210088627,,,84013097,USA,777,28
Georgia,US,2022-03-04 05:20:41,31.32155345,-84.90255207,2706,60,,,Early,13099,"Early, Georgia, US",26555.446516192347,,,84013099,USA,61,1
Georgia,US,2022-03-04 05:20:41,30.71101099,-82.89687287,927,11,,,Echols,13101,"Echols, Georgia, US",23140.289565651517,,,84013101,USA,17,0
Georgia,US,2022-03-04 05:20:41,32.36616021,-81.34280942,12858,187,,,Effingham,13103,"Effingham, Georgia, US",19998.13363195222,,,84013103,USA,447,8
Georgia,US,2022-03-04 05:20:41,34.11302332,-82.83936148,4523,104,,,Elbert,13105,"Elbert, Georgia, US",23564.655621548398,,,84013105,USA,71,7
Georgia,US,2022-03-04 05:20:41,32.59221302,-82.30239915,5847,151,,,Emanuel,13107,"Emanuel, Georgia, US",25819.1292060408,,,84013107,USA,135,5
Georgia,US,2022-03-04 05:20:41,32.15328841,-81.8870105,2306,63,,,Evans,13109,"Evans, Georgia, US",21644.45278768537,,,84013109,USA,123,2
Georgia,US,2022-03-04 05:20:41,34.86430205,-84.316964,5075,143,,,Fannin,13111,"Fannin, Georgia, US",19379.104933557355,,,84013111,USA,180,16
Georgia,US,2022-03-04 05:20:41,33.41357794,-84.49089434,22049,304,,,Fayette,13113,"Fayette, Georgia, US",19270.064061667006,,,84013113,USA,790,21
